orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,correct
3850,All nations have a right to nuclear weapons,Nuclear weapons serve to defuse international conflicts and force compromise,1,Support,C,0,1,0,1
288,"UKIP are a two trick pony, Europe and immigration that's it.",Conservative MEP Daniel Hannan said the Tories and UKIP should start having conversations and stop calling each other names.,2,No Relation,C,0,0,1,1
2054,Whether UKIP can deliver on their promises if they were to win power at the next general election is a moot point because they will not win power.,It comes two weeks after she accused the UKIP leader of bullying and being anti-women and a Stalinist and threatened to leave the party.,2,No Relation,C,0,0,1,1
1851,"UKIP is a not a real party, with a clear global ideology and vision addressing all aspects of society: it is focusing on a handful of issues (all centered around membership in the EU and migrants), mostly ignoring global financial issues, health, education, security etc.","I believe that what UKIP is doing is vital for this country, and of course the party's financial management is crucial.",0,Attack,C,1,0,0,1
1314,Cameron had it right and UKIP could tip the balance towards Labour in the crucial marginal seats in the GE where the battle will take place .,"UKIP, which campaigns for the UK to leave the European Union, has performed well in recent Westminster by-elections and polls have suggested it has enjoyed a surge in support.",1,Support,C,0,1,0,1
3585,i know an atheist who is far more logical than anyone else i have heard to date,well one can not be truly logical and not be an atheist or at least agnostic as any religion simply flys in the face of logic,1,Support,C,0,1,0,1
2160,UKIP is a vessel through which a protest is being delivered. ,But there are signs UKIP is starting to pick up the sort of protest votes that traditionally go to the Liberal Democrats - as well as benefiting from a slump in support for the British National Party.,1,Support,C,0,1,0,1
836,"Any of the ""working class"" who believe UKIP will represent them have not read a UKIP manifesto!",The magazine quotes her as saying it would be a travesty if UKIP came in and took the seats off our councillors or indeed me when their policies and beliefs were very conservative.,1,Support,C,0,1,0,1
198,For what its worth I think UKIP is a one trick pony and is unelectable in a general election.,"By-elections always are as uneven as this, Mr Clegg commented, but in the general election UKIP will not gain many votes.",1,Support,C,0,1,0,1
1374,UKIP and the Greens are the only parties to date that haven't screwed us all over.,"That's not a critic's view of the man who is stepping down as leader of the UK Independence Party after less than a year, but the verdict of Lord Pearson himself.",2,No Relation,C,1,0,0,0
2633,as a final blow to the discovery institutes attempts to get intelligent design into the catholic door the church announced an evolution congress which failed to invited creationists and intelligent design   httpwww,for years now the intelligent design proponents and the discovery institute have been working the catholic angle getting some of its cardinals into trouble,1,Support,C,0,1,0,1
3908,I believe that opinion polls harm the democratic process,Citizens have a fundamental right to vote on whatever the basis they choose,0,Attack,C,0,0,1,0
3054,the author seems to thing there is no extrabiblical evidence of a young earth,all of those socalled evidences have been debunked by real scientists with real degrees and have true understanding of science,0,Attack,C,0,1,0,0
1871,UKIP are in no way a single issue party and if Labour or the Conservatives were to give us a referendum UKIP would still have a full manifesto that would attract many voters.,"Al-Qaeda's beliefs were at odds with classical and contemporary mainstream Islam, she added.",2,No Relation,C,0,0,1,1
1856,"UKIP advocates for the UK leaving the European Union which would be a bad idea ‚Äì but they are trying to leverage on the british people‚Äôs need to belong and pride to be british, which further sparks their anti-foreigner standpoint.",Their debate followed a Daily Politics flim looking at a possible pact between UKIP and the Tories.,2,No Relation,C,0,0,1,1
2556,it always devolves to this when talking to id proponents,hasnt anybody here read a molecular cell biology textbook the machinery of the cell is a rube goldberg apparatus,1,Support,C,0,0,1,0
604,"For many UKIP voters, it does not particularly matter what the party's policies are, but that UKIP is not Labour or Conservative.","Mr Farage supported Lord Pearson during the last leadership contest, saying the peer was the only serious and credible candidate for the job.",2,No Relation,C,0,0,1,1
2601,we also investigate axis of evil aoe type anomalies which detect phase correlations between different multipoles in harmonic space,while i am quite happy with pwning  of the three statements you made i am certainly willing to look at your final claim which references a statement by richard ryals,1,Support,C,0,0,1,0
1013,Big business will not support UKIP given the devastation that withdrawal from the EU would cause.,"Lord Hanningfield is no longer a member after the court case, he said.",2,No Relation,C,0,0,1,1
1180,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","And for those with underlying problems, like drug addiction and illiteracy, there will be an intensive regime of help.",2,No Relation,C,0,0,1,1
90,"UKIP are a two trick pony, Europe and immigration that's it.","UKIP is branching out on its policy focus, currently focusing its local election campaign on fat cat executives who are currently directing cuts at vital front line services while protecting trendy non-jobs.",0,Attack,C,1,0,0,1
966,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"Original leader and UKIP founder Alan Sked quit before the 1999 European elections, after arguing the party should refuse seats in the gravy train of the Strasbourg Parliament.",2,No Relation,C,0,1,0,0
3175,ok so youre saying since youve never seen an ape which is the wrong animal again evolve into a human and never seen god create a human god wins this debate so just because we havent proven were from chimpanzees gives grounds to say god made us theres a huger spectrum out there,she said shes never seen an ape evolve into a human,1,Support,C,0,1,0,1
3926,US intervention in Libya lacking congressional approval was illegal,Humanitarian reasons prompted swift intervention,0,Attack,C,1,0,0,1
565,I think a lot of UKIP supporters would be outraged if one of the consequences of leaving the EU was to price them out of buying virtually any of today's niceties.,"If you want to have a managed migration policy, you cannot remain a member of the European Union.",0,Attack,C,0,0,1,0
3620,did anyone else expect anything less these evil fundie christians can have affairs    or even  marriages yet gay people are a threat to marriage by wanting to get married,you hear that cry allowing gays to marry will cause the downfall of civilization but you never hear how or why,1,Support,C,1,0,0,0
745,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","But UKIP, whose conference takes place at Eastbourne's Congress Theatre and Winter Gardens, is keen to be seen as more than a single-issue party and other issues on the agenda include defence, education and housing.",0,Attack,C,0,0,1,0
2314,i wrote a good philosophical question and i think you and i would agree that this adaptation could have been guided by some higher agency of course by using a fully natural mechanism such questions remain scientifically vacuous,i surely intend to do so but these issues go beyond questions of policy,1,Support,C,0,1,0,1
2799,is good science a liberal theme if you love true science you must be a liberalyou are in good company but remember that good science including evolutionary science knows no boundaries christians republicans democrats and independents all accept the facts of science of course given the historical link between evangelicals and republicans we do observe a stronger lack of understanding of science amongst some who also happen to be republicans but do not confuse cause and effect here,the national center for science education does not as its name implies promote and support science education in the united states in a general sense,0,Attack,C,1,0,0,1
3394, there are documented cases of specific species adapting over time, i think  the case against evolution is wrong and misinformed,1,Support,C,0,1,0,1
1882,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,UKIP has evolved over the two decades since it was created from an anti-EU pressure group into a fully fledged party which has now proved that it can succeed beyond European elections.,0,Attack,C,1,0,0,1
3355, we have similar dna to a cabbage is that just because god was having a good joke with his angel mates, evolution is true im a christian but im not in denial adam and eve is a load of sh   its probably meant to be symbolic and easy to understand for the people of the day remember that was over  years ago,1,Support,C,0,1,0,1
275,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",UKIP leader Nigel Farage said he was pleased with the way pools were shaping up.,1,Support,C,0,0,1,0
1515,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.","He said it was proof that UKIP is no longer just a protest party and is broadening its appeal across the country, not just the south of England.",0,Attack,C,1,0,0,1
3012,but how does the bible self authenticate the verses about four rivers coming out of eden it doesntyou must be joking,youre missing the point about the four rivers,0,Attack,C,1,0,0,1
484,Plenty of survey's have shown UKIP to be the most hated of the main parties.,If it manages to make a few gains on 5 May - and avoid slipping backwards - it should be enough to maintain the sense of momentum generated by its recent Westminster by-election successes.,2,No Relation,C,0,0,1,1
278,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",The party will pick its candidate on Thursday night.,2,No Relation,C,0,0,1,1
837,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.","The plan was then that he would run for office again in 2014 and step down after a year if he won a seat, in favour of a colleague, Mr Tilbrook says.",2,No Relation,C,0,0,1,1
948,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.",I am proud of being a UKIP candidate and very proud of the achievements of my daughter who represents the people of Witham in an exemplarily fashion.,0,Attack,C,0,1,0,0
603,Only an idiot would think a UKIP win would result in withdrawal from the EU the day after.,"If you want to have a managed migration policy, you cannot remain a member of the European Union.",0,Attack,C,0,1,0,0
1969,UKIP and the Greens are the only parties to date that haven't screwed us all over.,"I was delighted to cast my vote for [UKIP leader] Nigel Farage's team in Sussex, where I live, said Lynam.",1,Support,C,0,1,0,1
2546,but dont try to lead me astayi wanted to try and lead to the truth from being astrayactually,icdesigni think behe has made the case for obvious design within the cell and i dont think you will findanyone who could put it any more clear,0,Attack,C,0,0,1,0
1908,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.",It comes as William Hague ruled out an electoral pact with UKIP.,2,No Relation,C,0,0,1,1
888,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.",Farage insisted his party was not a pressure group and demanded action to simplify the tax system.,0,Attack,C,1,0,0,1
2037,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",One stall is fronted by Marta Andreasen - a sitting UKIP MEP - who has called for the leader Nigel Farage to resign.,1,Support,C,0,1,0,1
2784,joe gnow you are just lying,einsteinit was of course a lie what you read about my religious convictions a lie which is being systematically repeated,1,Support,C,1,0,0,0
1768,UKIP and the Greens are the only parties to date that haven't screwed us all over.,UKIP say it proves their message is cutting through regularly.,1,Support,C,0,0,1,0
2404,i find much more animosity spouted by the atheist,just as advances in genetic and protein research and mathematics are enabling us to understand and explain how evolution works a growing number of our society are rejecting science in favor of myth and fake science,1,Support,C,0,0,1,0
2482,none of these promises have much relevance to id as a concept nor have few if any come to fruition,the only reason there would be more research into junk dna would be because id supporters have misunderstood what id has to say about junk dna  which is precisely nothing,1,Support,C,1,0,0,0
1087,I'm no fan of UKIP but well done to them for initiating a much needed shake up of British politics.,I want to free this country from the European Union and then I want us to have a much smaller level of state interference in our lives in this country.,1,Support,C,0,1,0,1
763,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.","In response to the direct question, whether or not you were a Member of the House of Lords, you said Yes, but without the right to sit or vote.",2,No Relation,C,1,0,0,0
40,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,The UKIP leader had told the Guardian that there was no way his party could work with Mr Cameron under any circumstances.,2,No Relation,C,0,0,1,1
2492,so your argument is by pushing scientists to find more junk dna it is in fact useless to the organism vestigial limbs my tailbone does nothing and has no purpose and i could have it removed with no damage to my functioning and other disproofs of intelligent design id serves the purpose of annoying scientists into progresscouldnt you just advance the cause of science by doing experiments and recording data,unfortunately dr,1,Support,C,0,0,1,0
2832,because of course id really does not mean anything significant,you continue to quote dishonest sources,0,Attack,C,1,0,0,1
2431,i grant your point sir,i appreciate your contributions as they provide an independent view into why so many have come to accept the scientific vacuity of id,1,Support,C,0,1,0,1
4036,i cant believe that a great film like this can receive such a low rating while the likes of shawshank redemption and batman sit comfortably in the top  list of the entire website,this film is very underrated especially by critics why this film is a big twist even better than sixth sense and that crap memento,1,Support,C,0,1,0,1
1460,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,"And there's quite a lot of them, he added.",2,No Relation,C,0,0,1,1
1073,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,UKIP's rise in national opinion polls and recent strong performances at Westminster by-elections have led some Tories to warn a split in the centre-right vote would make it easier for Labour to form the next government.,1,Support,C,0,1,0,1
3929,We should allow voting at 16 in European Parliament elections,Youth are not represented in politics,1,Support,C,0,1,0,1
2629,btw you people continue to ignore the fact that natural processes cannot account for the origins of nature because natural processes only exist in nature,jaywhat makes you qualify as a design theorist  please be specific,1,Support,C,1,0,0,0
3652,limassol no doubt about it it has the most beautiful beaches and the most fun places to visit,i disagree about the most beautiful beaches part,0,Attack,C,1,0,0,1
2007,UKIP are blatantly disregarding the possibility of man made climate change.,Mr Farage has successfully broadened UKIP's appeal away from Europe.,2,No Relation,C,0,0,1,1
3794,We should ban religious symbols in public buildings,Banning religious symbols is just a way of unfairly targeting people,0,Attack,C,1,0,0,1
1610,UKIP's proposals on membership in the EU and migrants are at best purely demagogic: they do not take into account facts and more general issues.,Grant Shapps said the revised seats would be right and fair but denied he was in secret talks with the Liberal Democrats to get them through Parliament.,2,No Relation,C,0,0,1,1
406,"The UKIP mainstay vote is in normal working people because they never voted for 4 million immigrants, they never voted for Multiculturalism.",He will do what he thinks is best for the country in its relations with the EU.,2,No Relation,C,0,0,1,1
161,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,"The Green Party, so often the fourth contender in local election races, now faces a very serious rival for that spot in UKIP.",1,Support,C,0,0,1,0
1753,"UKIP must get used to the idea of being widely criticised for their bullshit just as other parties always have and I find them racist, sexist, homophobic, embarrassing, unpleasant, fake, ill-prepared, trivial, incompetent, barely organised and dull.","The responsibility of politicians in this situation when people are getting anxious is to try to reassure them and give the facts, not panic and resort to populist measures that do harm.",1,Support,C,1,0,0,0
621,"UKIP are a two trick pony, Europe and immigration that's it.","However, a decision on officially adopting the idea as party policy is not expected for some time.",2,No Relation,C,1,0,0,0
4020,as far as acting and cinematography go this film was great but the content and plot were horrible,it was not made to be just a family movie it was also meant to be serious movie with a mix of realism and fantasy combined for mature viewers most specially that what makes the movie special,0,Attack,C,1,0,0,1
3678,nothing is more important than my research time and i just think this is a distraction,no my research time is more important than your research time,0,Attack,C,1,0,0,1
3351, you shouldnt just blindly repeat things you hear, did you really just say that no scientist can support evolution  the theory of evolution came about from scientific discovery so your statement makes hardly any sense,1,Support,C,0,1,0,1
3310, its impossible to argue with you people, all animals share the same dna so we must be related if you look at the evidence something religious people dont do you will see that there is more evidence for it than against it,1,Support,C,0,0,1,0
1649,"UKIP are a two trick pony, Europe and immigration that's it.","Explaining his decision to swap sides, Mr Campbell Bannerman - MEP for the East of England - said UKIP had become obsessed with single issue politics, internal fighting and shouting from the sidelines.",1,Support,C,0,1,0,1
1570,It's a protest vote because (most) people know that UKIP will never net in power.,"In contrast, the Liberal Democrat's Bill Newton Dunn quit the Tories in protest at its increasing hostility to Europe. And now?",2,No Relation,C,1,0,0,0
3716,usually the best city in every country is the capital so i would go for madrid ,i would love to go there as well,1,Support,C,0,1,0,1
984,"The sooner we are out of the EU, the sooner we can start making this country great again.","He also rejected calls by UKIP leader Nigel Farage to be allowed to take part, saying they should be restricted to potential future prime ministers.",2,No Relation,C,0,0,1,1
345,"On voting day, this week the vast majority of the British public will not vote for UKIP.",Voters go to the polls on Thursday.,2,No Relation,C,0,0,1,1
2240,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.",The group suggest that within five years UKIP will have more members than the Tories at the current rate of attrition.,2,No Relation,C,0,0,1,1
989,Support for UKIP simply indicates that people have noticed that the major parties do not represent their interests.,"Concern for Labour who, even when the coalition is so unpopular, found themselves an irrelevant fourth.",2,No Relation,C,0,0,1,1
1883,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".",Mr Farage has successfully broadened UKIP's appeal away from Europe.,0,Attack,C,1,0,0,1
1148,"Marketing UKIP as ""the people's army"" is a bitter irony.","In opposition, Mr Cameron promised to hold a referendum on the Lisbon Treaty amending the EU constitution but, once in power, said he was unable to do so because it had already been ratified.",2,No Relation,C,0,0,1,1
2881,the smoking guns are well established,jon buell the president of the foundation for thought and ethics testified in court enjoyby mr,0,Attack,C,0,0,1,0
2345,we dont know but we do know a designer wasnt involved,pvm the quotewe dont know but we do know a designer wasnt involved,0,Attack,C,0,1,0,0
77,If anyone seriously thinks that UKIP will offer some kind of answer to our current problems then I think that they are going to be sadly disappointed.,"He told the BBC he hoped they happened, but added that I think David Cameron's not sure whether he wants to do them.",2,No Relation,C,0,0,1,1
4034,this film is easily one of the best movies ive ever seen yes it is pretty easy to guess the ending but it still wasnt ruined by that fact it is a work of art it is rewatchable,i wholeheartedly agree ive just seen it tonight and was blown away by it i will be thinking of this movie for a long time,1,Support,C,0,1,0,1
2892,nothing in the early drafts state that the creator was specifically god or anything supernatural something the di is already emphasizing on this site,the term creation and creationists have very clear and religious meanings,0,Attack,C,1,0,0,1
2836,creationism has more solid evidence than   evolution   does,creationism has more solid evidence than   evolution   does,0,Attack,C,0,1,0,0
2205,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,"Liberal Democrat leader Jason Zadrozny believes what sets his party apart from its rivals, is an alternative offer for the people of Nottinghamshire .",2,No Relation,C,0,0,1,1
331,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"UKIP's Jane Collins came second with 4,648 votes and the British National Party's Marlene Guest came third.",2,No Relation,C,0,0,1,1
3827,Bribery is sometimes acceptable,Individuals may have no choice,1,Support,C,0,1,0,1
1410,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","UKIP's call for withdrawal from the EU remains popular at European elections, and Farage's party has a known political brand.",0,Attack,C,1,0,0,1
70,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"This is said to have enraged Mr Nattrass, who reportedly changed his mind.",2,No Relation,C,0,1,0,0
300,"For many UKIP voters, it does not particularly matter what the party's policies are, but that UKIP is not Labour or Conservative.",The spread-betting tycoon made the comment during a debate on EU proposals for gender quotas in the boardroom.,2,No Relation,C,0,0,1,1
3979,was anyone else disappointed by the ending of the movie it feels to me like there couldve been a few scenes about what happens next im no writer but i do feel this wasnt appealing at all,i thought the ending was a perfect ending for this outstanding film,0,Attack,C,1,0,0,1
914,Many racists and especially xenophobes find the UKIP message appealing.,"Local council elections were also being held in Anglesey in Wales, which is currently classified as No Overall Control but is dominated by independents.",2,No Relation,C,0,0,1,1
1635,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","Mr Farage, speaking to the BBC's Len Tingle, said the election result represented significant progress.",1,Support,C,0,1,0,1
3901,The International Criminal Court should be recognised,The ICC fails to prevent atrocities,0,Attack,C,1,0,0,1
2273,The success Ukip had in the european elections will be sufficient to galvanise one or preferably all the other parties to rid us of the EU's political influence.,I believe that what UKIP is doing is vital for this country.,1,Support,C,0,1,0,1
615,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,"Unlike all the others I actually had a job in the real world, for 20 years, Mr Farage said.",2,No Relation,C,0,0,1,1
1505,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"UKIP's local election manifesto, concentrates on its flagship policy of ending open door immigration and putting pressure on the government not to lift restrictions on workers from Bulgaria and Romania on 1 January, which proved a successful formula in Eastleigh.",2,No Relation,C,1,0,0,0
3499,the article as a whole never made that argument either,okay yankee fan keep pretending that it does not well if you never read the article you would not be pretending as that would be an argument from position of ignorance,0,Attack,C,1,0,0,1
2447,there was much that darwin did not know at that time that we now know and his original theory has since been supplanted by more modern versions of his theory,yet it demonstrated a radical   change   over the comparatively short span of twenty years,1,Support,C,0,1,0,1
2237,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,"He has finally acknowledged the damage that unrestricted eastern European immigration has had on the prospects of British workers, especially our youngsters.",0,Attack,C,0,0,1,0
3385, i really do not know where to start with this one at the time of writing this response apparently evolution is incorrect, has anyone got a more rational explanation,1,Support,C,1,0,0,0
1455,"UKIP doesn't understand that young people are, by and large, progressive.","Mr Farage had an upbeat message for activists at his local elections campaign launch on Wednesday, saying UKIP was attracting more young members - the party says more than 100 of its candidates are under 25.",0,Attack,C,1,0,0,1
24,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,She said she was absolutely ecstatic and the UKIP's performance showed that the coalition government was taking the country in the wrong direction.,1,Support,C,0,1,0,1
1207,"The greens and ukip provide encouragement for labour and conservatives alike to address some issues people care about, albeit only lip service to retain votes mainly.",But Conservative Party chairman Grant Shapps categorically ruled out a deal with UKIP.,0,Attack,C,0,0,1,0
1266,"The UKIP mainstay vote is in normal working people because they never voted for 4 million immigrants, they never voted for Multiculturalism.","Mr Silvester, a Christian, defected to UKIP from the Conservatives in February last year in protest against the government's decision to introduce same-sex marriages.",2,No Relation,C,1,0,0,0
1552,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,"We're not going to do a pact with UKIP anymore than I'm going to do a pact with the Lib Dems and go into the next election with them, said Mr Shapps.",0,Attack,C,1,0,0,1
3799,I prefer trade to aid,Trade provides developing countries with an important basis for their own improvement,1,Support,C,0,1,0,1
2191,UKIP want to get us out of the EU to make the British people much worse off then they already are.,"In their leaflets, UKIP says that 29 million Bulgarian and Romanians will have the right to live, work and draw benefits in the UK and while many will be fine, hard-working people, suggests the country may struggle to cope with another influx of people needing jobs, housing schools, hospitals and benefits.",0,Attack,C,0,0,1,0
913,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,"In opposition, David Cameron said the Tories would reduce the figure from a peak of about 250,000 under the previous Labour government to the tens of thousands.",2,No Relation,C,1,0,0,0
930,If UKIP is really the best our country can do for an alternative then we are all doomed.,I don't want to underestimate the difficulties that still face us.,2,No Relation,C,0,0,1,1
237,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"They spoke about pay levels, maternity leave and gardening leave in the financial world in a Daily Politics debate with Andrew Neil and Jo Coburn.",2,No Relation,C,1,0,0,0
1550,UKIP are a joke outfit full of small-minded Neanderthals who think the 1950s are the future.,"In the past, UKIP has won only a handful of seats in council elections.",2,No Relation,C,0,1,0,0
180,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.","If UKIP topped May's poll, he added, how can they possibly keep us out of the leaders' debates next year?",2,No Relation,C,1,0,0,0
3616,the most practical triumph of science over religion is not the acceptance of the fact of evolution by the pope or of the acknowledgement of a heliocentric solar system it was in the seventeenth century when churches began to put up lightning conductors,i was reminded of this also,1,Support,C,0,1,0,1
1211,"If UKIP do hold the balance of power and get into government, their only condition will be an in/out EU referendum.",The meeting at the community hall in Watersfield near Pulborough was packed.,2,No Relation,C,0,0,1,1
975,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"His pitch is that the three larger parties are virtually indistinguishable, led by a small group of people from the same political elite who have never done a real day's work in their lives.",2,No Relation,C,0,0,1,1
1453,"UKIP is certainly NOT racist or xenophobic - if you, as I'm you have done, read our policies on the website there is no suggestion of this at all, it is more a rumour and conspiracy of the lefties. ",Mr Hague also said he would set out more detail on the government's plans to renegotiate Britain's relationship with the European Union before next year's European elections.,2,No Relation,C,0,0,1,1
2188,"I don't think most people realise the benefits of free trade at all, and UKIP capitalise on peoples ignorance of the benefits of free trade as much as they can.",The result is expected to be announced at about 02:00 on Friday.,2,No Relation,C,0,0,1,1
3253,this is why i have my doubts about id too but the main premise of it which is why i accept it as probable is still very rational,and i guess those differences bring us right back to the atheist vs,1,Support,C,0,1,0,1
2302,if creationism should be taught it should not be taught in science classes,teaching creationism is akin to childabuse,1,Support,C,0,1,0,1
3528,gay marriage does have a drastic affect on our society,prove it got any credible scientific or sociological studies,0,Attack,C,1,0,0,1
4010,this movie absolutely fell flat after the discovery at the crash site was made,the movie isnt about the twist its about the interactions between the two clones its about character and character development i know twist endings are the thing now but thats not what this movie is,0,Attack,C,1,0,0,1
1949,UKIP are blatantly disregarding the possibility of man made climate change.,"I think the debate predominantly should be about people who have a prospect of becoming prime minister, Mr Cameron told the BBC's Andrew Marr show.",2,No Relation,C,0,0,1,1
2253,"Marketing UKIP as ""the people's army"" is a bitter irony.","Of course it is racist, the language, the rhetoric, the membership, who doubts it?",2,No Relation,C,0,1,0,0
1565,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,C,1,0,0,1
2073,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","Conservative party vice chairman Michael Fabricant said the party had struggled to present a distinctive message during the Eastleigh election, saying UKIP had managed to connect with traditional blue-collar Tory voters on issues such as crime and immigration in a way the Conservatives had not.",2,No Relation,C,0,1,0,0
3844,The voting age should be lowered to sixteen years,Parents are guardians and should be trusted to vote in their childrens interests,0,Attack,C,1,0,0,1
1630,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,"He also suggested that his party might get its first seats in the UK Parliament at the general election in 2015, and argued it was not just taking votes from the right wing of British politics.",1,Support,C,0,1,0,1
3997,after sitting through this movie i could not fathom why it is rated so high after the clone plot is revealed the movie lacks the grip and mystery altogether,movie has enough grip and mistery all the way through the ending doesnt need a punch the ending needs to end the movie,0,Attack,C,1,0,0,1
3949,Transparency is necessary for security,Transparency prevents public relations disasters,1,Support,C,0,1,0,1
540,The only reason we are even having a sensible debate about Europe are UKIP.,Mr Neville added that he was a big supporter of gay marriage and said he believed the government was right to seek to legalise it in England.,2,No Relation,C,0,0,1,1
2716,your half right ,the di is quick to argue that jones overstepped its bound by declaring id not be scientific even though both the plaintiffs and the defendants insisted that the judge address this because the existence of a valid secular purpose which is not a sham is an important aspect in determining if something is unconstitutionaljudge jonesdefendants presented no convincing evidence that they were motived by any valid secular purposealthough defendants attempt to persuade this court that each board member who voted for the biology curriculum change did so for the secular purposed of improving science education and to exercise critical thinking skills their contentions are simply irreconcilable with the record evidence,0,Attack,C,0,0,1,0
812,"UKIP are an independent party and have shown that their appeal is broad, making big dents in staunchly Labour voting areas as well as the recent bi-election successes.","He said the party would consider other measures including the legal route if it did not get redress from the council, which he said was continually backtracking.",2,No Relation,C,0,0,1,1
1763,UKIP isn't committed exclusively to either right-wing or left-wing ideology and that’s a very good place to be.,All this is making the Tory membership pretty pessimistic.,2,No Relation,C,0,0,1,1
3909,I believe that opinion polls harm the democratic process,Tactical voting is legitimate within the democratic process,0,Attack,C,0,0,1,0
1930,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.","Oh and if the last few minutes of reading this article has felt like the Nigel Farage Show, he still dominates this political party.",1,Support,C,0,1,0,1
190,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","Where Natalie Bennett remains a faltering speaker, Caroline Lucas is assured, the darling of the party faithful.",2,No Relation,C,0,1,0,0
2944,i recall somewhere in genesis when   god   banished and marked cain some sort of reference to other people being alive other than just the first family ie adamevecain and abel and that the only reason that he would have marked abel was to protect him but protect him from whom if they are indeed the only other people so that logically leads to the assumption that there were other people living along side the first family,they too present some very compelling evidence to their side of this one,1,Support,C,0,1,0,1
3222,evolution has never been proven and will never be proven because it never happened,although i firmly believe in evolution it is only a theory and even though theories have evidence and are backed up with facts they are not  true and can probably never really be proven like the big bang theory,1,Support,C,0,1,0,1
2684,in case you didnt see it their was an atheist or two in those foxholes but not for very long hahahasounds like a collection of anecdotal stories made by a biased source,casey writesid doesnt try to address theological questions about the identity nature or origin of the designer,1,Support,C,0,0,1,0
268,"If you think that the Tories are nasty, heaven help us if UKIP get in because they would be nastier, more cruel, and more bigoted.",A UKIP candidate in Somerset was suspended from the party on Tuesday after a photo of him apparently making a Nazi-style salute appeared on his Facebook page.,1,Support,C,0,1,0,1
363,"Labour should be running scared of UKIP, now the working class are starting to realise that Labour is for middle class socialists and the public sector.",The prime minister said Britain was a fairer country because of the new law but admitted he did not expect the furore it generated.,2,No Relation,C,0,0,1,1
