orig_idx,arg1,arg2,support [true value],support_label,strategy,pred_attack,pred_support,pred_neither,pred_relevance,relevance human labeled
710,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,Today's Supreme Court judgement sets out how the rules on forfeiture apply to impermissible donations.,2,No Relation,C,0,0,1,,
230,"In fact, all UKIP seems to talk about now is withdrawl from the EU without any genuine policy around UK's domestic economy.","UKIP has reached unprecedented heights in the opinion polls under Mr Farage, prospering in May's local elections.",0,Attack,C,0,1,0,,
2201,UKIP's sole aim at the general election is to get a smallish number of MPs elected but enough to hold the balance of power and do a deal with the Tories.,I can categorically rule out any form of electoral pact with UKIP or anyone else.,0,Attack,C,1,0,0,,
2340,joewe look at the options,joewe look at the options,0,Attack,C,0,1,0,,
501,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"Party membership has historically been regarded as an important barometer of the health of democracy, while a strong activist base is important to help candidates campaign in elections.",2,No Relation,C,0,0,1,,
195,"In UKIP, we have a new political force which looks likely to poll very well in a national election.",But it has been criticised for relying too heavily on leader Nigel Farage to promote its policies.,0,Attack,C,1,0,0,,
1325,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.","During the interview, the business secretary also made a reference to Enoch Powell's Rivers of Blood speech.",2,No Relation,C,0,0,1,,
2330,highlanderi am sure that highlander is familiar with the  foundational works of behe and dembskiboth rely on the absence of science being  able to explain a particular feature to infer design,your cites are worthless as defenses of your claims behe  dembski define id as an absence of science  what pages  what wordsdo you really think thats a clever proof of anything  you are not being very honest here pvm,0,Attack,C,1,0,0,,
595,A vote for UKIP is a vote to leave the EU and recover power over our national life.,UKIP averaged 25% of the vote and won more than 140 seats in the polls.,1,Support,C,0,1,0,,
719,"My observation is that UKIP often are reluctant to directly answer any questions of substance, which can be accounted for by the fact that they really have no policies.","Mr Farage has abjectly failed to develop coherent policies and is not leading the party on the course to victory, she said.",1,Support,C,0,1,0,,
2073,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","Conservative party vice chairman Michael Fabricant said the party had struggled to present a distinctive message during the Eastleigh election, saying UKIP had managed to connect with traditional blue-collar Tory voters on issues such as crime and immigration in a way the Conservatives had not.",2,No Relation,C,0,0,1,,
1353,"I would say it's the anti-ukip brigade who have no substance to their argument (or facts), they simply shout ""racist"" with nothing to substantiate this slur, or become crude and insulting.","But he said any future deal with the Conservatives would be difficult, as he claims David Cameron opposes a full, free and fair vote.",2,No Relation,C,0,0,1,,
2958,as one commenter has already touched on,the bible is the most published and most wide spread book of all times,0,Attack,C,0,0,1,,
3678,nothing is more important than my research time and i just think this is a distraction,no my research time is more important than your research time,0,Attack,C,1,0,0,,
3618,as it stands in the uk a father has no sat whatsoever in the welfare of the fetus if his partner wants to terminate he need never even be told,same in the us the father does not have the right to choose,1,Support,C,0,1,0,,
1448,"UKIP are a two trick pony, Europe and immigration that's it.","But it is also one which means people often dismiss it as a single issue party, unlikely to become a force in Westminster politics.",1,Support,C,0,1,0,,
1483,"The sooner we are out of the EU, the sooner we can start making this country great again.","The voters have understood that EU membership is making us poorer and less democratic and less free, he said.",1,Support,C,0,1,0,,
3753,electric vehicles,lovely they do not smell,1,Support,C,0,1,0,,
3254,and i guess those differences bring us right back to the atheist vs,aristotle socrates and plato,1,Support,C,0,0,1,,
1400,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,He was speaking at a fringe meeting at the Tory conference in Manchester.,2,No Relation,C,0,0,1,,
1778,UKIP is the only party that has understood the damage immigration does to the UK and its policies aim at repairing this.,"And he accused the government of burying their head in the sand over the size of the Roma community living in the UK, which he said was revealed in a recent study by Salford University.",1,Support,C,0,1,0,,
324,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,It has long been a safe Labour seat and it still is.,2,No Relation,C,0,0,1,,
3414, nope just the opposite, its not falling apart its evolving as new data arrives,1,Support,C,0,1,0,,
1063,The people and media that are criticising UKIP are highlighting the genuine concerns about UKIP and their policies towards immigrants.,"In 2010, she stood as a Conservative parliamentary candidate in Great Grimsby, losing to Labour by just 714 votes.",2,No Relation,C,0,0,1,,
1578,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.","Mr Cameron also said he did not think it would be right for Britain - or in the national interest - to leave the EU entirely, pointing out that some 50% of nation's trade was with the EU.",2,No Relation,C,0,0,1,,
1540,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"Over three million jobs in this country, directly or indirectly, depend on us being in the EU, so that is a big choice.",0,Attack,C,1,0,0,,
2081,UKIP is not at all taking into account the financial effects of leaving the EU: Europe is the main market for the UK. ,"Conservative party vice chairman Michael Fabricant said the party had struggled to present a distinctive message during the Eastleigh election, saying UKIP had managed to connect with traditional blue-collar Tory voters on issues such as crime and immigration in a way the Conservatives had not.",2,No Relation,C,0,1,0,,
3878,We should use torture to obtain information from suspected terrorists,If legal principles are abandoned then there is little point in defending the liberties that democratic governments say they are so keen to defend,0,Attack,C,1,0,0,,
3566,a well regulated militia being necessary to the security of a free state the right of the people to keep and bear arms shall not be infringed the individual right to keep and bear arms shall not be denied or infringed by the state or a political subdivision of the state,other states have made similar revisions i would encourage people in states that have not to push their elected officials to do so,1,Support,C,0,1,0,,
168,The reason why UKIP has gained so many votes is because the main parties refuse to deal with immigration and the EU.,The decision to push ahead with the legalisation of same sex marriage met furious opposition from religious groups and some of Mr Cameron's own MPs.,2,No Relation,C,0,0,1,,
658,"The UKIP mainstay vote is in normal working people because they never voted for 4 million immigrants, they never voted for Multiculturalism.","Alongside work, and plenty of play, Nigel Farage also flirted with politics - at that time, the Conservative Party, from which he defected after John Major signed the Maastricht Treaty.",2,No Relation,C,0,0,1,,
201,The current smear strategy against UKIP is not pulling people back but pushing them towards UKIP and if this carries on then things are going to be a lot tighter by the time the general election comes.,Mr Farage has previously said any Tory pledge must be written in blood.,2,No Relation,C,0,0,1,,
1204,The more the 'mainstream' parties smear and lie about UKIP the more their support rises.,He suggested the three main parties could learn from last time and stage the 2015 debates in a slightly different way.,2,No Relation,C,0,0,1,,
1562,UKIP is a vessel through which a protest is being delivered. ,"Well, that's poppycock but I don't think Nick Clegg, who is a charming young man, has ever purported to know anything at all about economics.",2,No Relation,C,0,0,1,,
2475, this is really your argument thats really unimpressive,that argument is using a trick of semantics,0,Attack,C,0,1,0,,
3856,All nations have a right to nuclear weapons,The threat of a state developing nuclear weapons could instigate preemptive strikes from its neighbours and rivals to prevent the acquisition of such weapons,0,Attack,C,1,0,0,,
802,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","Rev Daniel Critchlow, for the Tories, came third on 3,479 votes, and Lib Dem Mary Di Mauro, came fourth on 1,176.",2,No Relation,C,0,0,1,,
1996,"I think Farage makes a much better leader than any of the other parties, he's full of enthusiasm and is not a PR man like the current leaders of the 3 main parties.","In 2006, the lower-key Knapman retired, to be replaced by Nigel Farage, an eye-catching media performer who pledged to make UKIP a truly representative party, ending its image as a single-issue pressure group.",1,Support,C,0,1,0,,
2346,pvm the quotewe dont know but we do know a designer wasnt involved,id can be scientifically relevant if it were to take the scientific approaches used by real science such as criminology which uses means motives opportunities etc,0,Attack,C,1,0,0,,
306,"The sooner we are out of the EU, the sooner we can start making this country great again.","Isolating Britain and damaging Britain's reputation is not the right history to write, he said.",0,Attack,C,1,0,0,,
2707,id without a designer the cause of the big bang is unknown,the cause of the big bang is currently unknown but it is also undergoing investigation,0,Attack,C,0,1,0,,
1611,UKIP do have more than Nigel Farage able to deal with media interviews.,"We understand the internal divisions in the Conservative Party that give rise to this sort of debate, the party said.",2,No Relation,C,0,0,1,,
2854,lets talk about cricks statement biologist must constantly keep in mind that what they see was not designed but rather evolved,the bottom line is some interpretations of evolution leave little room for a caring god,0,Attack,C,0,1,0,,
1764,UKIP are in with the City as much as the other three and I don't like the way they are whipping people up into a frenzy.,"The Conservatives have argued the surge in support for UKIP was essentially a protest vote, but Mr Farage dismissed this as the default position of the political establishment.",2,No Relation,C,0,1,0,,
611,"Arguably, UKIP & co. aspire to destroy the culture created in Europe after WWII, which has been based on openness, free travel, migration and cross-geographic access to goods and labour markets.","Then, another hour on, it was announced that Mr Patel would be standing after all, as the ballot papers had already been printed and the deadline for alterations had passed.",2,No Relation,C,0,0,1,,
752,Intellectually I rate Farage much higher than Cameron; he has a very sharp and quick wit and is an excellent public speaker.,"General elections, however, with their first-past-the-post voting systems, have been a very different story and Farage has failed to make the breakthrough he has been hoping for.",0,Attack,C,1,0,0,,
1377,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP, which is fielding a record number of candidates in next month's elections on the back of strong performances in recent Westminster by-elections, said the issue was definitely coming up on doorsteps.",0,Attack,C,0,0,1,,
1106,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.","The 2009 poll saw its total grow to 13 seats, pushing Labour into third place with 16% of the vote.",2,No Relation,C,0,0,1,,
2523,lets look at this to counter the malarial parasite presumably another creation of this benevolent intelligent designer a designer tinkers over the millennia with our genes to confer partial immunity but with the sideeffect of lethal sicklecell disease,the only thing i take issue with in this argument is the comments about lenskis work with e,0,Attack,C,1,0,0,,
858,If there are enough Ukip votes it should frighten all the parties sufficiently to make them realise they can't just ignore the electorate.,The UKIP initiative is being announced ahead of the start of its annual party conference on Friday.,2,No Relation,C,0,0,1,,
3674,hybrid electric vehicle,takes too long to charge,0,Attack,C,1,0,0,,
532,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.",Mr Miliband rejected suggestions the result was a major setback to his plan to make Labour a One Nation party but he said his strategy of seeking to broaden its appeal was the correct one.,2,No Relation,C,0,0,1,,
990,"The problem with popularism but no substance, like UKIP represent, is that it just results in things getting worse and worse.",Local Conservatives do not share the national party's enthusiasm for the idea.,2,No Relation,C,0,0,1,,
3426, wow, evolution is still happening,1,Support,C,0,0,1,,
770,If UKIP is really the best our country can do for an alternative then we are all doomed.,"In 2010 it was led into the general election by Lord Pearson of Rannoch but again lost out, with just 3% of the vote across the UK, although there were signs of progress as it saved its deposit in 100 seats.",2,No Relation,C,0,0,1,,
247,"UKIP are just another bunch of freeloaders, using peoples fears and prejudice to gain votes so that they can get their snouts into the trough.","With his typically pugnacious sense of fun, the UK Independence Party leader Nigel Farage offered his analysis of that second place finish in the Eastleigh by election in February.",2,No Relation,C,0,0,1,,
239,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,Conservative voters instinctively know what the right thing is but unfortunately the Conservative Party doesn't so many dienchanted people ave been flocking to UKIP.,1,Support,C,0,1,0,,
831,"On voting day, this week the vast majority of the British public will not vote for UKIP.",The coalition is looking at ways to restrict migrants' access to the NHS.,2,No Relation,C,0,0,1,,
1378,"The sooner we are out of the EU, the sooner we can start making this country great again.",Their strategists are wondering whether they could lose votes not just to UKIP but to independent candidates.,2,No Relation,C,0,0,1,,
902,"I sense that Farage is a total megalomaniac, a charlatan, someone who is in it for the attention and the glory and that in a strange way, that many UKIP voters know this but don't seem to mind.","The UK Independent Party says it is the only party which will pull the UK out of the European Union and, with Nigel Farage at the helm, will put us back on track.",0,Attack,C,1,0,0,,
2687,pandasthumb also explored these accusations    httpwww,the question who designed the designer is outside the scope of the scientific theory of id and is thus a philosophical or theological question that can only be addressed via philosophy or theology,1,Support,C,0,1,0,,
1336,Many racists and especially xenophobes find the UKIP message appealing.,"But he reserves his greatest enthusiasm for touring World War I battlefields, with a group of close friends who call themselves Farage's Foragers.",2,No Relation,C,0,0,1,,
2043,"I don't necessarily think Nigel Farage is worthy of PM, I think they need a new leader.",Labour urged the government to reconsider its position.,2,No Relation,C,0,0,1,,
2438,casey luskin knows how to use impressive multisyllabic words to suggest that hes intelligent,all human design and resulting construction starts with what exists a designer and things entities,1,Support,C,0,1,0,,
1395,"The Green Party stands out as different, UKIP are just another bunch of neo-cons, although further out to the right.",Mr Hamilton stood down as a minister in John Major's government in 1994 after the cash for questions scandal and lost his seat at the 1997 election.,2,No Relation,C,0,0,1,,
1953,"UKIP's position is not reasonable, but racists and proto-fascist, considering they have nothing to say about the finance capital bombing of the economy, but to put all the blame for Europe's woes onto immigration.","There needs to be a clearer narrative on immigration, stressing not only the need to restrict numbers, but also to determine which individuals, with what skills, enter our country, he said.",0,Attack,C,1,0,0,,
3334, on what day did god make the fossils  very simplistic yes it is, in the beginning,1,Support,C,0,1,0,,
2062,"Despite you best efforts at pretending otherwise, UKIP are still widely disliked and untrusted by the majority of the population.",He organised a trip to a Leeds mosque for party leader Nigel Farage and canvassed with UKIP candidate Jane Collins during the 2012 Rotherham by-election.,2,No Relation,C,1,0,0,,
1073,I think it's far too simplistic to argue all UKIP supporters are racist - there is a real groundswell against the political establishment which over the past 20 years or so has started to converge in terms of image and policies.,UKIP's rise in national opinion polls and recent strong performances at Westminster by-elections have led some Tories to warn a split in the centre-right vote would make it easier for Labour to form the next government.,1,Support,C,0,1,0,,
69,Support for UKIP simply indicates that people have noticed that the major parties do not represent their interests.,"Mr Farage said it was important to get treatment so he could play a full part in next May's European and local elections, and the 2015 general election.",2,No Relation,C,0,0,1,,
312,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,"The most recent IPSOS/MORI poll, based on a representative sample of 1,000 adults, put the party on level pegging with the Greens on 3%.",2,No Relation,C,0,0,1,,
3121,dr,a six day creation is a literal interpretation of genesis but it is not the only literal interpretation,1,Support,C,0,1,0,,
1927,"If we leave the EU we will save billions of pounds which can then be invested in our ailing national infrastructure, notably the NHS.","That said, Lord Davies told peers the bill was an excellent idea, because he was quite confident that any such inquiry would decide that the benefits of EU membership outweigh the costs.",0,Attack,C,1,0,0,,
2495,i understand that michael behe is one of the participants on this forum and i am looking forward to his contributions addressing matzkes observations,behe claims that they can bring together separate components and place them in relationship to each other to create an effect that may be extremely unlikely to occur by chance,1,Support,C,0,1,0,,
3129,doctrines such as original sin substitutionary atonement and the trinity are very well described in the bible,first of all i have no presupposed attitude,0,Attack,C,0,0,1,,
3634,possibly so but it would not be fun go with friends,it is not such a good idea for a fifteen years old child to travel either with friends or alone in any case he can not even protect himself from any danger ,0,Attack,C,0,1,0,,
1381,"If UKIP want to retain these voters and attract more in a general election then they need to come up with policies other than ""leave the EU"" and ""its all the immigrants fault"".","The first televised debates were held before the last general election in 2010, involving the three main party candidates - Labour's Gordon Brown, Conservative Mr Cameron and Liberal Democrat Nick Clegg.",2,No Relation,C,0,0,1,,
1278,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.",Mr Farage will address party members in Birmingham later on Friday.,2,No Relation,C,0,0,1,,
50,Should ukip get into government it would be fair to assume that we'll see a whole raft of right-wing policies as actual government policy.,"The BBC's deputy political editor James Landale said senior Conservatives were preparing for the party to lose 350 seats they won in 2009, the last time the seats were contested.",2,No Relation,C,0,0,1,,
1236,I suspect when people do start to focus and the election is close UKIPs incoherent policies will be exposed.,"Labour has declined to say how it expects to do, but experts have said it will be looking to retake control of councils such as Derbyshire and make inroads across the south of England at the very least.",2,No Relation,C,0,0,1,,
12,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,The by-election was called following the resignation of the former MP Denis MacShane on 2 November.,2,No Relation,C,0,0,1,,
2326,highlanderpvm seems unaware randomness and design are mutually exclusive concepts,naming two well known id proponents does not a citation make to support pvms twisted version of id arguments,0,Attack,C,0,1,0,,
769,"I agree with UKIP on the EU, but the rest of their policies are dangerous right wing bile.",Some have also suggested that UKIP may appeal to disaffected BNP voters.,1,Support,C,0,1,0,,
1,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.",The by-election was called after former Lib Dem cabinet minister Chris Huhne resigned as an MP following an admission he had perverted the course of justice over driving licence points.,2,No Relation,C,0,0,1,,
960,A vote for UKIP is a vote to leave the EU and recover power over our national life.,"Nigel Farage was never really interested in toys, says his mother Barbara.",2,No Relation,C,0,0,1,,
3680,nothing is more important than my research time and i just think this is a distraction,but if we get this right we will waste less research time with dodgy students we wish we had rejected at interview,0,Attack,C,1,0,0,,
1232,"If UKIP have a good general election and manage to take a few seats then that can only benefit Labour, because all of the seats that UKIP can possibly, conceivably win - well they are all Tory seats.","In his resignation statement, Lord Pearson said he was not much good at party politics and UKIP deserved a better politician to lead it.",2,No Relation,C,0,0,1,,
292,"I and many others will be voting UKIP not because of a handful of people that have said stupid things, it will be because I identify and agree with their overarching principles.","I thought they took up too much of the campaign, so I think we could start them a bit earlier.",2,No Relation,C,0,0,1,,
3751,electric vehicles,low co emissions ,1,Support,C,0,1,0,,
344,UKIP and the Greens are the only parties to date that haven't screwed us all over.,"Mr Helmer, 68, had been planning to step down in December and hand over to his friend and fellow Eurosceptic, Rupert Matthews.",2,No Relation,C,0,0,1,,
2299,teaching creationism is comparable to teaching flat earthism,schools should not teach theories that are completely at odds with each other,1,Support,C,0,1,0,,
2864,i am fast drawing to the conclusion that this discussion will never end,its about being scientifically relevant,0,Attack,C,0,0,1,,
936,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.","Bhutto, who said he had left the party in December, told Newsnight he had admitted the charges against him in 2005 rather than risk being sent back to Pakistan and hanged.",2,No Relation,C,0,0,1,,
2565,meaningless nonsense of course,its funny because i already named some provided resources to find them and yet you seemed to dodge the argument altogetherfollowed by the usual nonsense,0,Attack,C,0,1,0,,
3955,Governments should be allowed to disrupt Internet service on grounds of national security,The internet is a threat to public safety,1,Support,C,0,1,0,,
2620,the only way that design could be detected in nature is if there were objects around that werent designed,and one of the reasons why id appears to be lousy theology but what the heck  i am sure iders can find yet another ad hoc explanation for this,1,Support,C,0,1,0,,
3649,i think that cancer research uk cafod and action aid are the best charities,can you please explain why you chose those ones,0,Attack,C,0,0,1,,
896,Ukip are doing well for the very simple reason folk have at last realized that they are being lied to by LibLabCon and now have somewhere else to go.,"He said he was in agreement with UKIP leader Nigel Farage on David Cameron's handling of talks on the future of the EU, and their effect on the City of London.",2,No Relation,C,0,1,0,,
708,UKIP are asking the questions that haven't been asked by the opposition or the media.,"On matters of defence, Lord Hesketh's expertise and knowledge is second to none and he will be a valuable addition to our policy team.",2,No Relation,C,0,0,1,,
2189,"UKIP is certainly NOT racist or xenophobic - if you, as I'm you have done, read our policies on the website there is no suggestion of this at all, it is more a rumour and conspiracy of the lefties. ",The conference will run until Saturday.,2,No Relation,C,0,0,1,,
303,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","However, Mr Aker said messages on the EU and immigration were getting through to disillusioned voters.",0,Attack,C,0,1,0,,
424,"I don't believe Farage is a racist and I don't believe the UKIP policies are racist, but I do think they will be the party that attracts most support from racists.","But the MP resigned his seat after pleading guilty to falsely claiming Â£14,000 in parliamentary expenses.",2,No Relation,C,0,0,1,,
1479,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,"The voters have understood that EU membership is making us poorer and less democratic and less free, he said.",1,Support,C,0,1,0,,
1166,"The momentum is with UKIP; Labour, Conservative and Liberal areas are all now vulnerable to them. ",Photographs posted to Bhutto's deleted Facebook account show his active support of the Conservative Party before he joined UKIP.,2,No Relation,C,1,0,0,,
3969,id also like to add that i really disliked the music in this film maybe to the point that it dropped it below the town all by itself,to each his own but i actually loved the music in animal kingdom i thought it really set the mood and i am trying to track down the soundtrack,0,Attack,C,1,0,0,,
1884,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.","They will each have plenty of opportunities to publicly debate the party's performance, and to make the case against the return of Nigel Farage.",2,No Relation,C,1,0,0,,
1737,Plenty of survey's have shown UKIP to be the most hated of the main parties.,"The responsibility of politicians in this situation when people are getting anxious is to try to reassure them and give the facts, not panic and resort to populist measures that do harm.",2,No Relation,C,0,1,0,,
2051,UKIP are not a single issue party anymore; UK Sovereignty is the crux of their party political platform but they've certainly expanded from that singular issue in recent years.,"I think there is an argument that, in tight times, we could go down from four to three submarines, but I think we need to maintain the independent nuclear deterrent.",2,No Relation,C,0,0,1,,
2483,the only reason there would be more research into junk dna would be because id supporters have misunderstood what id has to say about junk dna  which is precisely nothing,i am always tickled by claims of id advocates that darwinism stifles inquiry and that only id creationism will break the shackles that darwinism puts on the mind that id creationism will open avenues of insight into practically everything,1,Support,C,0,1,0,,
3420, there is absolutely no proof for evolution, i didnt see it so it cant be true,1,Support,C,0,1,0,,
2499,mjhowever people do not do such things as design eyes or flagelli,it is also possible to detect design by reading what other experts say about socalled experts,1,Support,C,0,1,0,,
1676,UKIP are the only party willing to have a sensible open debate on the key issues affecting the country. ,The group suggest that within five years UKIP will have more members than the Tories at the current rate of attrition.,1,Support,C,0,0,1,,
2285,evolution has no implications for morality it describes what has happened making no judgement about whether what has happened is good nonreligious ethicists are perfectly capable of making moral judgements and they regularly do so,creationism makes a false historicalscientific claim that is detached from the broader precepts of belief in god,1,Support,C,0,1,0,,
1727,"UKIP will lead the UK to independence from the oppressive EU, which is the only chance Britain has at restoring its former glory.",UKIP says it is campaigning on a pro democracy message - aiming to rejuvenate local politics.,1,Support,C,0,1,0,,
1970,"I think the view of many supporters (not, necessarily, voters) of UKIP is that they see the Establishment, Labour, Conservatives, a lot of the media, industrialists, globalists, and the culture of political correctness, apology and neo-liberalism all as sides of the same coin.",The BBC understands that the prime minister's new policy chief Jo Johnson has had early sight of the pamphlet and it has been passed on to some of his policy groups.,2,No Relation,C,0,0,1,,
1806,It is because of UKIP that we are finally discussing the European question and about immigration and thank goodness for that.,"UKIP had increased its vote by 50% in the general election and had many exciting plans for the future, he said, but it was time for a younger leader to show how liberating and enriching life would be outside the EU, saying he was confident one would emerge.",1,Support,C,0,1,0,,
4057,after all the attention and awards etc and an imdb rating of  i was so shocked to finally see this film and have it be so bad,i liked it but i did find it quite underwhelming,1,Support,C,1,0,0,,
597,A strong UKIP vote suggests there's a lot of the British public who aren't on board with the current set-up.,Nigel Farage and UKIP are the last best hope for Britain.,1,Support,C,0,1,0,,
165,"The country faces more than two big issues, which is where Ukip come apart at the seams in an incoherent bunch of right wing horse shit from whatever Think Tank came along at the time.","He claims to have no ambition for high office - and with the party still lacking representation at Westminster that is not going to happen soon - but it has, against all the odds, established itself as a genuine force.",2,No Relation,C,1,0,0,,
3141,the bible is in fact useless,at the risk of sounding like my mother i dont know what happened to you that caused you to hate christianity so but it is evident that you absolutely hate it,1,Support,C,1,0,0,,
3642,jogging is just as good as walking but it is done at a faster pace which results in higher impact on your knees hips and other joints,walking can be a wonderfully leisurely pastime but the burn is not as significant as running for the same period of time,0,Attack,C,0,1,0,,
751,A forensic examination of UKIP's policies would nail once and for all the Establishment lie that they're a bunch of swivel-eyed racists.,UKIP have just selected someone to run for Orpington as our potential MP and he's of Indonesian origin and Muslim.,1,Support,C,0,1,0,,
2639,in the th century fundamentalist supported the idea that new species appear abruptly catastrophism,like all theories evolution has changed over the years because of new evidence was discovered,0,Attack,C,0,1,0,,
1572,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","I don't think in Brussels, Berlin or Paris you are going to gain that audience or that support you need by holding a pistol to Europe's head, in which you are saying 'agree with us on everything we want or we are leaving.",2,No Relation,C,0,1,0,,
664,"Even a UKIP European candidate, Janice Atkinson, another ex-Tory, admits leaving the EU would be problematic.","Speaking on The World At One Nigel Farage, leader of the UKIP party, told presenter Shaun Ley that he believes that UKIP are offering a real alternative, and leaving the EU is at the heart of it.",0,Attack,C,1,0,0,,
1657,"The only people who should be voting for UKIP are Conservatives who believe that the Conservative Party isn't defending the rich enough, or that the Conservative Party isn't denying global warming enough.","UKIP's local election manifesto, concentrates on its flagship policy of ending open door immigration and putting pressure on the government not to lift restrictions on workers from Bulgaria and Romania on 1 January, which proved a successful formula in Eastleigh.",2,No Relation,C,0,0,1,,
1206,Labour won't have anything to do with UKIP as they are more right-wing than the Tories. ,"His fellow MEP and leadership candidate Gerard Batten, campaigning in a bright pink UKIP blazer, said he wanted to make the party more radical.",1,Support,C,0,0,1,,
1590,"UKIP doesn't understand that young people are, by and large, progressive.","The UKIP leader also stated that the priority for Britain should be to have more united communities and better job prospects for young people, rather than the economic benefits that some believe immigration can bring.",0,Attack,C,1,0,0,,
1208,People are not voting for UKIP because of immigration propaganda but because of their direct experience of immigration.,"On most issues, he is on-message with the national Conservative campaign and is evangelical about the scale of the changes he has led in his four years in the top job at the council.",2,No Relation,C,0,0,1,,
2555,i was using your rhetorical question to attempt to get a discussion going,it always devolves to this when talking to id proponents,1,Support,C,0,1,0,,
1577,"UKIP advocates for the UK leaving the European Union which would be a bad idea – but they are trying to leverage on the british people’s need to belong and pride to be british, which further sparks their anti-foreigner standpoint.","UKIP appears to have struck a chord with many voters on the issue of immigration, campaigning against the relaxation of working restrictions on Bulgarians and Romanians due to come into force in January.",0,Attack,C,0,1,0,,
2272,The hate campaign against Eastern Europeans that was and is run by UKIP legitimises anything said against them.,"Stuart Wheeler has denied being sexist by saying women were nowhere near as good as men at games like chess, bridge and poker.",2,No Relation,C,0,0,1,,
3422, i have repeatedly asked for proof on this site and have yet to be supplied with any real proof, evolution is just an excuse for biology to occupy the adolescent young mind,1,Support,C,0,1,0,,
2427,taxiboundi must say that pvm has a way with words,from mr,1,Support,C,0,0,1,,
4039,i really liked this movie a lot loved the performances of all the actors and even the story but was not quite convinced with the ending,no i loved the ending killing eden fletcher would have been satisfying but perhaps a little too satisfying if you get my drift,0,Attack,C,1,0,0,,
1430,"If UKIP don't like being smeared, then they need to stop smearing, stigmatising, and fear mongering about others.","UKIP are certainly trying to professionalise, to move away from its more amateurish origins.",2,No Relation,C,0,0,1,,
2232,"In UKIP, we have a new political force which looks likely to poll very well in a national election on thursday.","UKIP had increased its vote by 50% in the general election and had many exciting plans for the future, he said, but it was time for a younger leader to show how liberating and enriching life would be outside the EU, saying he was confident one would emerge.",1,Support,C,0,1,0,,
2065,"UKIP do not bear scrutiny either as a coherent policy offer or a group of potential ministers , they are an insurgent party of protest with one message.",He argued that his party was on a journey from a party of protest to a party of government.,0,Attack,C,1,0,0,,
2736,tj again only valid if you trust judge jones and judge jones is really only the aclu in disguise because of how much he copied from them,tji dont believe the  similarity in the aclus submission and the judges analysis was a lucky or freak coincidence im illinformed because i think he copied it rightyou seem to be ill informed about both the extent as well as the relevance of this so called copying,0,Attack,C,1,0,0,,
2199,"Ukip is the only party advocating withdrawal from the failing EU, a sensible idea for a lot of people!",The Lib Dem leader also argued that being in the EU meant that we keep ourselves safer because we can go after cross-border crime and terrorism and that we can look after the environment in a way which we can't on our own.,0,Attack,C,1,0,0,,
3806,I prefer trade to aid,The global economy is not welcoming to African players,0,Attack,C,0,1,0,,
1230,"There's an election next month, UKIP are campaigning on the streets right now, and candidate upon candidate keeps churning out ridiculous (often racist, sexist or homophobic) views.","Mr Neville, interim chair of Youth Independence - UKIP's youth wing - has been asked to stand down after comments he made in an interview with BBC Radio 4's The World at One last month.",1,Support,C,0,1,0,,
3958,worst movie i have seen in a while or didnt see i fell asleep before the end and couldnt give a toss it was crap,exactly this movie tried to fashion itself like the departed but came way short what were the directors writers and editors thinking,1,Support,C,0,1,0,,
